energy
-543
-540
-538
-537
-540
-542
-540
-542
-539
-539
-535
-534
-538
-539
-538
-535
-537
-538
-541
-544
-542
-544
-540
-543
-544
-547
-543
-543
-541
-542
-543
-546
-549
-545
-548
-545
-546
-548
-546
-545
-548
-548
-545
-543
-546
-544
-545
-548
-545
-545
-543
-543
-545
-547
-545
-545
-543
-541
-539
-537
-534
-537
-539
-538
-542
-541
-543
-544
-542
-541
-539
-537
-541
-540
-543
-541
-544
-545
-548
-546
-545
-542
-544
-543
-547
-545
-546
-544
-544
-542
-544
-545
-547
-550
-550
-552
-548
-552
-550
-548
-550
-547
-548
-546
-548
-550
-548
-545
-548
-546
-544
-545
-547
-548
-546
-550
-547
-551
-549
-546
-548
-546
-546
-544
-546
-543
-546
-543
-540
-537
-538
-542
-546
-547
-549
-549
-546
-544
-545
-542
-540
-537
-539
-542
-545
-545
-544
-547
-550
-550
-553
-555
-558
-561
-560
-558
-557
-557
-555
-556
-560
-559
-556
-558
-555
-557
-560
-563
-560
-556
-553
-554
-555
-556
-558
-556
-557
-554
-551
-547
-544
-543
-542
-541
-542
-545
-542
-539
-542
-545
-543
-542
-545
-541
-542
-544
-546
-548
-551
-548
-551
-553
-553
-550
-551
-551
-548
-549
-551
-552
-554
-551
-552
-554
-555
-555
-557
-555
-555
-554
-555
-555
-552
-554
-556
-553
-553
-550
-553
-555
-554
-552
-552
-552
-549
-547
-544
-545
-548
-548
-549
-550
-548
-550
-548
-550
-548
-547
-545
-543
-545
-543
-545
-547
-547
-547
-543
-540
-538
-539
-540
-541
-540
-542
-545
-546
-543
-541
-544
-542
-544
-547
-546
-544
-541
-542
-545
-547
-550
-551
-549
-549
-546
-545
-546
-547
-544
-547
-549
-552
-551
-555
-556
-557
-554
-550
-553
-552
-549
-548
-550
-553
-554
-556
-553
-551
-552
-551
-549
-548
-551
-552
-550
-550
-548
-548
-550
-550
-551
-552
-551
-554
-556
-558
-555
-558
-557
-561
-558
-559
-558
-556
-558
-555
-556
-556
-557
-558
-560
-563
-561
-561
-562
-559
-560
-559
-556
-555
-558
-560
-560
-559
-562
-565
-567
-566
-566
-570
-572
-570
-567
-566
-563
-560
-563
-560
-559
-558
-561
-563
-564
-561
-564
-563
-567
-571
-573
-572
-569
-566
-570
-568
-570
-572
-574
-576
-574
-577
-579
-577
-579
-576
-579
-577
-578
-577
-575
-578
-578
-576
-575
-572
-569
-567
-564
-561
-559
-562
-559
-560
-558
-559
-561
-561
-564
-561
-558
-556
-554
-556
-552
-555
-557
-554
-556
-554
-551
-551
-549
-550
-553
-555
-556
-554
-552
-550
-552
-555
-558
-560
-559
-560
-558
-561
-561
-564
-563
-560
-561
-563
-565
-566
-564
-564
-562
-563
-563
-564
-561
-563
-561
-559
-561
-564
-567
-568
-565
-566
-565
-568
-566
-564
-568
-570
-574
-577
-579
-582
-584
-583
-582
-581
-577
-578
-576
-579
-581
-579
-577
-579
-576
-573
-574
-577
-578
-574
-571
-568
-568
-569
-566
-565
-563
-564
-566
-567
-565
-562
-563
-567
-566
-567
-570
-572
-575
-573
-575
-579
-583
-584
-587
-589
-591
-592
-590
-587
-591
-588
-591
-591
-592
-589
-591
-592
-590
-589
-591
-589
-591
-593
-590
-589
-586
-583
-586
-588
-590
-589
-593
-590
-589
-591
-588
-586
-583
-582
-583
-585
-587
-586
-589
-587
-587
-590
-587
-585
-584
-581
-579
-575
-573
-570
-571
-572
-571
-574
-577
-576
-577
-580
-584
-586
-583
-583
-585
-584
-586
-588
-586
-584
-583
-585
-583
-586
-584
-582
-584
-581
-583
-585
-586
-587
-585
-583
-583
-581
-582
-582
-580
-577
